Time order,Open nodes,Algorithm
0.008963823,32,A*
0.007978678,28,A*
0.010970831,46,A*
0.019946814,76,A*
0.01696825,52,A*
0.010971069,35,A*
0.003989458,14,A*
0.013962746,52,A*
0.016995668,58,A*
0.014961243,48,A*
0.016980886,49,A*
0.014946461,52,A*
0.009958267,28,A*
0.01497364,53,A*
0.017951965,57,A*
0.005983829,22,A*
0.012906477,,
